level	headword	pos	en	vi	soat
C1	reject	noun	(derogatory, slang) An unpopular person.		
C1	reject	noun	Something that is rejected.		
C1	reject	verb	(basketball) To block a shot, especially if it sends the ball off the court.		
C1	reject	verb	(transitive) To refuse a romantic advance.		
C1	reject	verb	(transitive) To refuse to accept; to forswear.	từ chối	
C1	reserved	adj	(comparable) Slow to reveal emotion or opinions.		
C1	reserved	adj	(not comparable) Set aside for a particular person or purpose; spoken for.		
C1	restless	adj	Deprived of rest or sleep.		
C1	restless	adj	Not allowing or affording rest.		
C1	restless	adj	Not satisfied to be at rest or in peace; averse to repose; eager for change; discontented.		
C1	restless	adj	Without rest; unable to be still or quiet; uneasy; continually moving.		
C1	robe	noun	(US) The skin of an animal, especially the bison, dressed with the fur on, and used as a wrap.		
C1	robe	noun	A long loose outer garment, often signifying honorary stature.		
C1	robe	noun	A wardrobe, especially one built into a bedroom.		
C1	robe	noun	The largest and strongest tobacco leaves.		
C1	robe	verb	(intransitive) To put on official vestments.		
C1	robe	verb	(transitive) To clothe; to dress.		
C1	salon	noun	(art) An art gallery or exhibition; especially the Paris salon or autumn salon.		
C1	salon	noun	A beauty salon or similar establishment.		
C1	salon	noun	A gathering of people for a social or intellectual meeting.		
C1	salon	noun	A large room, especially one used to receive and entertain guests.		
C1	selection	noun	A musical piece.		
C1	selection	noun	A variety of items taken from a larger collection.		
C1	selection	noun	Something selected.		
C1	selection	noun	The process or act of selecting.		
C1	sensation	noun	(psychology, physiology) Excitation of sensory organs.		
C1	sensation	noun	A physical feeling or perception from something that comes into contact with the body; something sensed.		
C1	sensation	noun	A widespread reaction of interest or excitement.		
C1	setup	noun	(operations) The process or instance of arranging resources for performing a specific operation, as a run of a particular product.		
C1	setup	noun	A situation orchestrated to frame someone; a covert effort to place the blame on somebody.		
C1	setup	noun	Equipment designed for a particular purpose; an apparatus.		
C1	setup	noun	The fashion in which something is organized or arranged.		
C1	shaft	noun	(by extension) Anything cast or thrown as a spear or javelin.		
C1	shaft	noun	(literary) A beam or ray of light.		
C1	shaft	noun	Any long thin object, such as the handle of a tool.		
C1	shaft	noun	The long, narrow, central body of a spear, arrow, or javelin.		
C1	shaft	verb	(transitive, slang) To fuck over; to cause harm to, especially through deceit or treachery.		
C1	shaft	verb	(transitive, slang) To fuck; to have sexual intercourse with.		
C1	shaft	verb	(transitive) To equip with a shaft.		
C1	shin	noun	A fishplate for a railway		
C1	shin	noun	The front part of the leg below the knee; the front edge of the shin bone: Shinbone on Wikipedia.Wikipedia	ống quyển	
C1	shin	noun	The twenty-first letter of many Semitic alphabets/abjads (Phoenician, Aramaic, Hebrew, Syriac, Arabic and others): Shin (letter) on Wikipedia.Wikipedia		
C1	shin	verb	(US, slang) To run about borrowing money hastily and temporarily, as when trying to make a payment.		
C1	shin	verb	To climb up or lower oneself down a mast, tree, rope, or the like, by embracing it alternately with the arms and legs, without help of steps, spurs, or the like.		
C1	shin	verb	To strike with the shin.		
C1	shovel	noun	(especially US, loosely) Any shovel in the above senses, or any spade.		
C1	shovel	noun	A hand tool with a handle, used for moving portions of material such as earth, snow, and grain from one place to another, with some forms also used for digging. In strict usage differentiated from a spade, which is designed solely for small-scale digging and incidental tasks such as chopping of small roots.		
C1	shovel	noun	A mechanical part of an excavator with a similar function.		
C1	shovel	noun	Ellipsis of shovel hat.		
C1	shovel	verb	(transitive, figuratively) To move with a shoveling motion.		
C1	shovel	verb	To move materials with a shovel.		
C1	sip	noun	A small mouthful of drink.	hớp	
C1	sip	noun	An event at which people drink alcohol in small, usually subintoxicating amounts.		
C1	sip	verb	(figurative, transitive) To consume slowly.		
C1	sip	verb	(intransitive) To drink a small quantity.		
C1	sip	verb	(transitive) To drink slowly, small mouthfuls at a time.	hớp	
C1	sip	verb	(transitive) To taste the liquor of; to drink out of.		
C1	sleeve	noun	A (usually tubular) covering or lining to protect a piece of machinery etc.		
C1	sleeve	noun	A protective jacket or case, especially for a record, containing art and information about the contents; also the analogous leaflet found in a packaged CD.		
C1	sleeve	noun	A tattoo covering the whole arm.		
C1	sleeve	noun	The part of a garment that covers the arm.	tay áo	
C1	sleeve	verb	(magic tricks) To hide something up one's sleeve.		
C1	sleeve	verb	(transitive) To fit and attach a sleeve to an upper garment (e.g. to a shirt, blouse, sweater, jacket, coat, etc.) or to a folder.		
C1	spa	noun	(Ireland, slang) A clumsy person (see spastic)		
C1	spa	noun	(Ireland, slang) An idiot; a gobshite		
C1	spa	noun	A health club.		
C1	spa	noun	A health resort near a mineral spring or hot spring.		
C1	spa	noun	A hot tub.		
C1	spa	noun	A trendy or fashionable resort.		
C1	spine	noun	(neuroscience) Ellipsis of dendritic spine.		
C1	spine	noun	A linear payscale operated by some large organizations that allows flexibility for local and specific conditions.		
C1	spine	noun	Something resembling a backbone, such as a ridge, or a long, central structure from which other structures radiate.	xương sống	
C1	spine	noun	The narrow, bound edge of a book that encloses the inner edges of the pages, facing outwards when the book is on a shelf and typically bearing the title and the author's and publisher's name.	gáy sách	
C1	stash	noun	(countable, textiles) A collection of yarn or other materials not yet allocated to any particular craft project.		
C1	stash	noun	(countable, US, slang, informal, African-American Vernacular) A place where drugs are stored.		
C1	stash	noun	(countable) A collection, sometimes hidden.		
C1	stash	noun	(nonstandard, informal, slang) A mustache.		
C1	stash	noun	(uncountable, UK, slang) Clothing or other items branded with a particular university club or society's logo.		
C1	stash	verb	(transitive) To hide or store away for later use.		
C1	sticky	adj	Difficult, awkward.		
C1	sticky	adj	Of a death: unpleasant, grisly.		
C1	sticky	adj	Of weather: hot and windless and with high humidity, so that people feel sticky from sweating.		
C1	sticky	adj	Tending to stick; able to adhere via the drying of a viscous substance.		
C1	sticky	noun	(Australia, colloquial) A sweet dessert wine.		
C1	sticky	noun	(Internet) A discussion thread fixed at the top of the list of topics or threads so as to keep it in view.		
C1	sticky	noun	(manufacturing) A small adhesive particle found in wastepaper.		
C1	sticky	noun	A sticky note, such as a post-it note.		
C1	sticky	verb	(Internet, bulletin boards, transitive) to fix a thread at the top of the list of topics or threads so as to keep it in view.		
C1	submarine	adj	(baseball) Of a pitch, thrown with the hand lower than the elbow.		
C1	submarine	adj	Being, relating to, or made for use underwater, especially beneath the sea.		
C1	submarine	adj	Hidden or undisclosed.		
C1	submarine	noun	(baseball) A pitch delivered with an underhand motion.		
C1	submarine	noun	(nautical) A boat that can go underwater.		
C1	submarine	noun	Alternative form of submarine sandwich.		
C1	submarine	noun	Any submarine plant or animal.		
C1	submarine	verb	(intransitive, automotive) To slide forwards underneath one's seat belt (during a crash or sudden stop).		
C1	submarine	verb	(intransitive, sometimes figurative) To sink or submerge oneself.		
C1	submarine	verb	(intransitive) To operate or serve on a submarine.		
C1	submarine	verb	(transitive) To torpedo; to destroy with a sudden sneak attack.		
C1	sultan	noun	(card games, uncountable) A variant of solitaire, played with two decks of cards.		
C1	sultan	noun	(historical) The holder of a secular office, formally subordinate to, but de facto the power behind the throne of, the caliph.		
C1	sultan	noun	A breed of chicken originating in Turkey, kept primarily in gardens for ornamental reasons. See: sultan (chicken)		
C1	sultan	noun	A hereditary ruler in various Muslim states (sultanate), varying from petty principalities (as in Yemen), often vassal of a greater ruler, to independent realms, such as Oman, Brunei, Morocco (until 1957) or an empire such as the Turkish Ottoman Empire.	vua	
C1	sunlight	noun	(attributive) Synonym of photic (“describing that part of the near-surface ocean in which photosynthesis is possible.”).		
C1	sunlight	noun	(figuratively) Brightness, hope; a positive outlook.		
C1	sunlight	noun	All the electromagnetic radiation given off by the Sun; especially, that in the visible spectrum and that bathes the Earth.	ánh nắng	
C1	sunlight	noun	Synonym of sunrise.		
C1	sunlight	verb	To work on the side (at a secondary job) during the daytime.		
C1	sunrise	noun	(figuratively) Any great awakening.		
C1	sunrise	noun	The change in color of the sky at dawn.		
C1	sunrise	noun	The time of day when the sun appears above the eastern horizon.	bình minh	
C1	sunrise	verb	(business, uncommon, transitive) To phase in.		
C1	supermarket	noun	(figurative) A one-stop shop; a place offering a range of products or services.		
C1	supermarket	noun	A chain of such stores.	siêu thị	
C1	supermarket	noun	A large self-service store that sells groceries and, usually, medications, household goods, and/or clothing.	siêu thị	
C1	sushi	noun	(proscribed) Raw fish, especially as a Japanese dish.	sushi	
C1	sushi	noun	A Japanese dish made of small portions of sticky white rice flavored with vinegar, usually wrapped in seaweed and filled or topped with fish, vegetables or meat.	sushi	
C1	sushi	verb	(transitive, informal) To prepare (a food) as sushi.		
C1	swine	noun	(derogatory) A contemptible person (plural swine or swines).		
C1	swine	noun	(plural swine) A pig (the animal).		
C1	swine	noun	(slang, derogatory) A police officer; a "pig".		
C1	swine	noun	(slang, derogatory) Something difficult or awkward; a pain.		
C1	terminal	adj	Appearing at the end; top or apex of a physical object.		
C1	terminal	adj	Fatal; resulting in death.		
C1	terminal	adj	Occurring at the end of a word, sentence, or period of time, and serves to terminate it		
C1	terminal	noun	A building in an airport where passengers transfer from ground transportation to the facilities that allow them to board airplanes.		
C1	terminal	noun	A harbour facility where ferries embark and disembark passengers and load and unload vehicles.		
C1	terminal	noun	A rail station where service begins and ends; the end of the line. For example: Grand Central Terminal in New York City.		
C1	terminal	noun	A rate charged on all freight, regardless of distance, and supposed to cover the expenses of station service, as distinct from mileage rate, generally proportionate to the distance and intended to cover movement expenses.		
C1	terminal	verb	To store bulk liquids (such as oil or chemicals) in storage tanks prior to further distribution.		
C1	thorough	adj	Painstaking and careful not to miss or omit any detail.		
C1	thorough	adj	Utter; complete; absolute.		
C1	thorough	noun	(UK, dialect) A furrow between two ridges, to drain off the surface water.		
C1	tidy	adj	(data science, of data in a dataset) Normalized in a certain way that optimizes for data analysis.		
C1	tidy	adj	Appropriate or suitable as regards occasion, circumstances, arrangement, or order.		
C1	tidy	adj	Arranged neatly and in order.		
C1	tidy	adj	Not messy; neat and controlled.		
C1	tidy	noun	(now chiefly in combination with a modifier) A container or other device for storing or organizing loose items in a tidy fashion.		
C1	tidy	noun	A cover, often of tatting, drawn work, or other ornamental work, for the back of a chair, the arms of a sofa, etc.		
C1	tidy	noun	The wren.		
C1	tidy	phrase	(Wales) Expression of agreement or positive acknowledgement, usually in reply to a question; great, fine.		
C1	tidy	verb	To make tidy; to neaten.		
C1	til	conj	(colloquial) until, till		
C1	til	noun	Any of species Ocotea foetens in family Lauraceae, native to Madeira and the Canary Islands.		
C1	til	noun	Sesame (plant: Sesamum indicum)		
C1	til	prep	(colloquial) until, till		
C1	translate	noun	(mathematical analysis) In Euclidean spaces: a set of points obtained by adding a given fixed vector to each point of a given set.		
C1	translate	verb	Senses relating to a change of position.		
C1	translate	verb	Senses relating to the change of information, etc., from one form to another.		
C1	treaty	noun	(countable, international law) A formal binding agreement concluded by subjects of international law, namely, states and international organizations; a convention, a pact.	điều ước	
C1	treaty	verb	(intransitive) To enter into a treaty.		
C1	treaty	verb	(transitive) To get into (a specific situation) through a treaty.		
C1	unlock	noun	(video games) An initially hidden feature that is made available to reward the player for some achievement.		
C1	unlock	noun	The act of unlocking something.		
C1	unlock	verb	(transitive, mobile telephony) To configure (a mobile phone) so that it is not bound to any particular carrier.		
C1	unlock	verb	(transitive) To disclose or reveal previously unknown knowledge or potential.		
C1	unlock	verb	(transitive) To obtain access to something; to meet the requirements of a security or protection system.		
C1	unlock	verb	(transitive) To undo or open a lock or something locked by, for example, turning a key, or selecting a combination.	mở khóa	
C1	unlucky	adj	Bringing ill luck.		
C1	unlucky	adj	Having ill luck.		
C1	unlucky	adj	Inauspicious.		
C1	unlucky	adj	Unfortunate, marked by misfortune.	xui xẻo	
C1	urban	adj	Having authority or jurisdiction over a city or town.		
C1	urban	adj	Living in a city or town.		
C1	urban	adj	Of, pertaining to, characteristic of, or happening or located in, a city or town; of, pertaining to, or characteristic of life in such a place, especially when contrasted with the countryside.	thành phố	
C1	urine	noun	(physiology) Liquid waste consisting of water, salts, and urea, which is made in the kidneys, stored in the bladder, then released through the urethra.	nước tiểu	
C1	venture	noun	A risky or daring undertaking or journey.		
C1	venture	noun	An event that is not, or cannot be, foreseen.		
C1	venture	noun	The thing risked; especially, something sent to sea in trade.		
C1	venture	verb	(intransitive, with at or on) To dare to engage in; to attempt without any certainty of success.		
C1	venture	verb	(transitive) To put or send on a venture or chance.		
C1	venture	verb	(transitive) To risk or offer.		
C1	venture	verb	(transitive) To undertake a risky or daring journey.		
C1	virtue	noun	(conceptually): (uncountable) The idea of all that is good or excellent (in every sense of those terms) in a human being, collectively instantiated by a varying number of human traits known as "the virtues", the enumeration of which vary by the many virtue systems which have developed within different cultures, religions, and historical periods.		
C1	virtue	noun	(countable) An attribute of a personality (a "personality trait") which predisposes a person to behaviors resulting in human goodness; an admirable quality.		
C1	virtue	noun	(uncountable) Accordance with moral principles; conformity of behaviour or thought with the strictures of morality; good moral conduct.		
C1	virtue	noun	A particular manifestation of moral excellence in a person.		
C1	voyage	noun	A long journey, especially by ship.		
C1	voyage	verb	(intransitive) To go on a long journey.		
C1	waist	noun	A part of a piece of clothing that covers the waist.		
C1	waist	noun	The middle part of anything.		
C1	waist	noun	The middle portion of the hull of a ship or the fuselage of an aircraft.		
C1	waist	noun	The narrow connection between the thorax and abdomen in certain insects (e.g., bees, ants and wasps).		
C1	warp	noun	(countable) A distortion:		
C1	warp	noun	(figurative) The foundation, the basis, the undergirding.		
C1	warp	noun	(uncountable) The state, quality, or condition of being twisted, physically or mentally:		
C1	warp	noun	(weaving) The threads that run lengthwise in a woven fabric; crossed by the woof or weft.		
C1	warp	verb	(ambitransitive, agriculture) To fertilize (low-lying land) by letting the tide, a river, or other water in upon it to deposit silt and alluvial matter.		
C1	warp	verb	(transitive, weaving) To arrange strands of thread lengthwise on a loom.		
C1	warp	verb	To move:		
C1	warp	verb	To twist or become twisted, physically or mentally.		
C1	workshop	noun	A brief, intensive course of education for a small group, emphasizing interaction and practical problem solving.		
C1	workshop	noun	A room, especially one which is not particularly large, used for manufacturing or other light industrial work.		
C1	workshop	noun	An academic conference.		
C1	workshop	verb	(transitive, business) To improve through collaboration.		
C1	workshop	verb	(transitive) To help a playwright revise a draft of (a play) by rehearsing it with actors and critiquing the results.		
C1	workshop	verb	(transitive) To work on or revise something, especially collaboratively, in a workshop.		
C2	abundance	noun	A large quantity; many.		
C2	abundance	noun	An overflowing fullness or ample sufficiency; profusion; copious supply; superfluity; plentifulness.	phong phú	
C2	abundance	noun	Frequency, amount, ratio of something within a given environment or sample.		
C2	abundance	noun	Wealth; affluence; plentiful amount of resources.		
C2	accommodation	noun	(British, Australia, a mass noun) Lodging in a dwelling or similar living quarters afforded to travellers in hotels or on cruise ships, or students, etc.	phòng ở	
C2	accommodation	noun	(countable, geology) The place where sediments can make, or have made, a sedimentation.		
C2	accommodation	noun	(personal) Adaptation or adjustment.		
C2	accommodation	noun	(physical) Adaptation or adjustment.		
C2	accordance	noun	Agreement; harmony; conformity; compliance.		
C2	accordance	noun	The act of granting something.		
C2	administer	verb	(intransitive) To minister (to).		
C2	administer	verb	(transitive) To apportion out, distribute.		
C2	administer	verb	(transitive) To manage or supervise the conduct, performance or execution of; to govern or regulate the parameters for the conduct, performance or execution of; to work in an administrative capacity.		
C2	administer	verb	To give, as an oath.		
C2	aft	adj	located at the back of a boat, ship, or airplane		
C2	aft	adv	(nautical) At, near, or towards the stern of a vessel (with the frame of reference within the vessel).		
C2	aft	noun	(nautical) The rear part (after end) of a ship or other vessel.		
C2	almond	adj	Brownish, resembling the colour of an almond nut.		
C2	almond	noun	(countable) The seed within the drupe of a small deciduous tree in family Rosaceae, Prunus amygdalus, considered a culinary nut.	hạnh nhân	
C2	almond	noun	(countable) The tree that produces almonds.	hạnh đào	
C2	almond	noun	(uncountable) The colour of the kernel of an almond without its shell and thin seed coat, a creamy off-white colour.		
C2	almond	noun	Other plants that produce almond-like nuts:	hạnh nhân	
C2	aneurysm	noun	(pathology) An abnormal blood-filled swelling of an artery or vein, resulting from a localized weakness in the wall of the vessel.		
C2	arthritis	noun	Inflammation of a joint or joints causing pain and/or disability, swelling and stiffness, and due to various causes such as infection, trauma, degenerative changes or metabolic disorders: any of several disease entities.	viêm khớp	
C2	assurance	noun	Excessive boldness; impudence; audacity		
C2	assurance	noun	Firmness of mind; undoubting steadiness; intrepidity, courage, or self-confidence.		
C2	assurance	noun	The act of assuring; a declaration intended to inspire full confidence; something designed to give confidence to someone.		
C2	assurance	noun	The state of being assured; total confidence or trust; a lack of doubt; certainty; guarantee.		
C2	astronomy	noun	The study of the physical universe beyond the Earth's atmosphere, including the process of mapping locations and properties of the matter and radiation in the universe.	thiên văn học	
C2	atmospheric	adj	(painting) Translucent or hazy.		
C2	atmospheric	adj	Evoking a particular emotional or aesthetic quality.		
C2	atmospheric	adj	Of, relating to, produced by, or coming from the atmosphere.		
C2	audit	noun	A judicial examination.		
C2	audit	noun	An examination in general.		
C2	audit	noun	An independent review and examination of records and activities to assess the adequacy of system controls, to ensure compliance with established policies and operational procedures, and to recommend necessary changes in controls, policies, or procedures		
C2	audit	noun	The result of such an examination, or an account as adjusted by auditors; final account.		
C2	audit	verb	(finance, business, transitive) To conduct an independent review and examination of system records and activities in order to test the adequacy and effectiveness of data security and data integrity procedures, to ensure compliance with established policy and operational procedures, and to recommend any necessary changes		
C2	audit	verb	(Scientology, transitive) To counsel spiritually.		
C2	audit	verb	(transitive) To attend an academic class without the opportunity to receive academic credit.		
C2	audit	verb	(transitive) To examine and adjust (e.g. an account).		
C2	barricade	noun	(figuratively, in the plural) A place of confrontation.		
C2	barricade	noun	(figuratively) Line of people standing behind or closest to the barricade in the pit section of a live music concert.		
C2	barricade	noun	A barrier constructed across a road, especially as a military defence		
C2	barricade	noun	An obstacle, barrier, or bulwark.		
C2	barricade	verb	To close or block a road etc., as, or using, a barricade.		
C2	barricade	verb	To keep someone in (or out), using a blockade, especially ships in a port.		
C2	beneficial	adj	Helpful or good to something or someone.		
C2	beneficial	adj	Receiving a benefit from something.		
C2	beneficial	adj	Relating to a benefice.		
C2	beneficial	noun	Something that provides a benefit.		
C2	beseech	verb	(formal) To beg or implore something of (a person).		
C2	beseech	verb	(formal) To beg or request for (something).		
C2	bio	adj	(informal) biological.		
C2	bio	noun	(informal) Clipping of biology.		
C2	bio	noun	(social media) A short section of a user profile that contains information about the user, especially one which can be customised; the about me section.		
C2	bio	noun	A biographical sketch.		
C2	bio	noun	Clipping of biography.		
C2	blizzard	noun	(figuratively) A large amount of paperwork.		
C2	blizzard	noun	(figuratively) A large number of similar things; especially, such a group arriving as an inundation, thick and fast.		
C2	blizzard	noun	A large snowstorm accompanied by strong winds and greatly reduced visibility caused by blowing snow.		
C2	blizzard	verb	(impersonal, of snow) To fall in windy conditions.		
C2	bossy	adj	Ornamented with bosses; studded.		
C2	bossy	adj	Tending to give orders to others, especially when unwarranted; domineering.		
C2	caterpillar	noun	(mathematics) A set of subtrees of a tree.		
C2	caterpillar	noun	A vehicle with a caterpillar track; a crawler.		
C2	caterpillar	noun	The larva of a butterfly or moth; leafworm.	sâu	
C2	caterpillar	verb	(intransitive) To move along slowly, drawing one's body up, in the manner of a caterpillar.		
C2	chainsaw	noun	(forestry, machinery, DIY) A power saw that has a power-driven and fast-revolving chain of metal teeth, usually used to cut trees.	cưa máy	
C2	chainsaw	verb	(figurative) To make quick and substantial spending cuts.		
C2	chainsaw	verb	(transitive, forestry, DIY) To cut with a chainsaw.		
C2	chestnut	adj	Of a deep reddish-brown colour, like that of a chestnut fruit (noun sense 1).	nâu hạt dẻ	
C2	chestnut	noun	(by extension) Things resembling a chestnut fruit in appearance or colour.		
C2	chestnut	noun	(countable, figurative) Chiefly in old chestnut: a joke, meme, phrase, ploy, etc. which has been repeated so often as to have grown ineffective or tiresome; a cliché.		
C2	chestnut	noun	(countable) An edible nut (technically a fruit) of the Spanish chestnut or sweet chestnut tree (Castanea sativa); also (chiefly preceded by a descriptive word), a nut from a related shrub or tree; or a similar nut from an unrelated plant.		
C2	chestnut	noun	(countable) In full chestnut tree: the shrub or tree that bears this nut, the Spanish chestnut or sweet chestnut (Castanea sativa); also (chiefly preceded by a descriptive word), a shrub or tree of the genus Castanea.		
C2	cider	noun	(Australia) A non-alcoholic carbonated beverage made from apples or pears.		
C2	cider	noun	(British, Ireland, Australia, New Zealand, Canada) An alcoholic, often sparkling (carbonated) beverage made from fermented apples.		
C2	cider	noun	(US, Canada) A non-alcoholic uncarbonated beverage consisting of the juice of early-harvest apples, usually unfiltered and still containing pulp; without pulp such a beverage is called apple juice.		
C2	cider	noun	This or any similar alcoholic drink made from similar fruit, such as pears.		
C2	cleanup	noun	(baseball) Fourth in the batting order; a cleanup hitter.		
C2	cleanup	noun	The act of cleaning or tidying something; the act of finishing something off.		
C2	commentary	noun	(usually in the plural) A brief account of transactions or events written hastily, as if for a memorandum.		
C2	commentary	noun	A series of comments or annotations; especially, a book of explanations or expositions on the whole or a part of some other work.		
C2	commentary	noun	An oral relation of an event, especially broadcast by television or radio, as it occurs.		
C2	consultation	noun	A conference for the exchange of information and advice.		
C2	consultation	noun	An appointment or meeting with a professional person, such as a doctor.		
C2	consultation	noun	The act of consulting.	sự tham khảo	
C2	cosy	adj	(of a person) Warm and comfortable.		
C2	cosy	adj	(of a place or object) Affording comfort and warmth; snug; social and comfortable.	ấm cúng	
C2	cosy	noun	A padded or knit covering for any item (often an electronic device such as a laptop computer).		
C2	cosy	noun	A padded or knit covering put on an item to keep it warm, especially a teapot or egg.		
C2	cosy	noun	A work of crime fiction in which sex and violence are downplayed or treated humorously, and the crime and detection take place in a small, socially intimate community.		
C2	cosy	verb	To become friendly with.		
C2	cosy	verb	To become snug and comfortable.		
C2	criteria	noun	(nonstandard, proscribed) A single criterion.		
C2	cutler	noun	One whose business is making or dealing in cutlery.		
C2	deluxe	adj	Very fine in quality or luxurious.		
C2	deluxe	noun	Something that is deluxe.		
C2	dementia	noun	(pathology) A progressive decline in cognitive function due to damage or disease in the brain beyond what might be expected from normal aging. Areas particularly affected include memory, attention, judgement, language and problem solving.	suy giảm trí nhớ	
C2	dementia	noun	Madness or insanity.		
C2	diameter	noun	(geometry) Any straight line between two points on the circumference of a circle that passes through the centre/center of the circle; a chord that passes through the center of the circle.	đường kính	
C2	diameter	noun	(geometry) The length of such a line.	đường kính	
C2	diameter	noun	(geometry) The maximum distance between any two points in a metric space.		
C2	diameter	noun	(graph theory) The maximum eccentricity over all vertices in a graph.		
C2	diplomacy	noun	Tact and subtle skill in dealing with people so as to avoid or settle hostility.		
C2	diplomacy	noun	The art and practice of conducting international relations by negotiating alliances, treaties, agreements etc., bilaterally or multilaterally, between states and sometimes international organizations, or even between polities with varying status, such as those of monarchs and their princely vassals.		
C2	domination	noun	(BDSM) A fetish characterized by control and power over and discipline of one's sexual partner; sometimes including topping or sadism.		
C2	domination	noun	(Christianity) A dominion; an angel from a high order of angels in the celestial hierarchy.		
C2	domination	noun	Control by means of superior ability, influence, position, or resources; prevailing force.		
C2	domination	noun	The exercise of power in ruling; sovereignty; authority; government.		
C2	downfall	noun	A precipitous decline in fortune; death or rapid deterioration, as in status or wealth.		
C2	downfall	noun	An act of falling down.		
C2	downfall	noun	The cause of such a fall; a critical blow or error.		
C2	downfall	verb	(intransitive) To fall down; deteriorate; decline.		
C2	duet	noun	(music) A musical composition in two parts, each performed by a single voice (singer, instrument or univoce ensemble).		
C2	duet	noun	(music) A song composed for and/or performed by a duo.		
C2	duet	noun	A pair or couple, especially one that is harmonious or elegant.		
C2	duet	verb	(intransitive, zoology, of pairs of animals) To communicate (warnings, mating calls, etc.) through song.		
C2	duet	verb	(intransitive) To perform a duet.		
C2	duet	verb	(transitive) (of two people) To say at the same time, to chorus.		
C2	duet	verb	(transitive) To perform (sing, play, etc.) as a duet.		
C2	elect	adj	(postpositive) Who has been elected in a specified post, but has not yet entered office.	tân cử	
C2	elect	adj	Chosen; taken by preference from among two or more.		
C2	elect	noun	(theology) In Calvinist theology, one foreordained to Heaven. In other Christian theologies, someone chosen by God for salvation.		
C2	elect	noun	One chosen or set apart.		
C2	elect	verb	(transitive) To choose (a candidate) in an election.		
C2	elect	verb	(transitive) To choose or make a decision (to do something).		
C2	electrician	noun	A tradesperson who installs, repairs and maintains electrical wiring and equipment.		
C2	erratic	adj	Deviating from normal opinions or actions; eccentric; odd.		
C2	erratic	adj	Unsteady, random; prone to unexpected changes; not consistent.		
C2	erratic	noun	(geology) A rock moved from one location to another, usually by a glacier.		
C2	erratic	noun	Anything that has erratic characteristics.		
C2	evaluate	verb	(intransitive, computing, mathematics) To return or have a specific value.		
C2	evaluate	verb	(transitive, mathematics, computing) To compute or determine the value of (an expression).		
C2	evaluate	verb	(transitive) To draw conclusions from examining; to assess; to appraise.		
C2	extraordinarily	adv	In an extraordinary manner.		
C2	extravagant	adj	Exceeding the bounds of something; roving; hence, foreign.		
C2	extravagant	adj	Exorbitant		
C2	extravagant	adj	Extreme; wild; excessive; unrestrained.		
C2	extravagant	adj	Profuse in expenditure; prodigal; wasteful.		
C2	farmhouse	noun	A house (usually the main house) on a farm; thus:		
C2	fascination	noun	Something which fascinates.		
C2	fascination	noun	The state or condition of being fascinated.		
C2	fireball	adj	(slang) Excellent, terrific.		
C2	fireball	noun	(astronautics) A bright glow caused by a spacecraft re-entering an atmosphere.		
C2	fireball	noun	(sailing) A class of sailing dinghy with a single trapeze and a symmetrical spinnaker, sailed by a crew of two.		
C2	fireball	noun	A ball of fire, especially one associated with an explosion, or (fiction, mythology) thrown as a weapon.		
C2	fireball	noun	Synonym of fastball (“a high-speed pitch of a baseball”).		
C2	fireball	verb	(transitive, fiction, chiefly fantasy, science fiction) To attack (someone or something) with balls of fire.		
C2	fireball	verb	To emerge suddenly; to explode.		
C2	fireball	verb	To explode in a ball of fire or flame.		
C2	fireball	verb	To pitch a baseball very fast.		
C2	flair	noun	A natural or innate talent or aptitude.		
C2	flair	noun	Distinctive style or elegance.		
C2	flair	verb	(transitive) To add flair.		
C2	flask	noun	A bed in a gun carriage.		
C2	flask	noun	A container used to discreetly carry a small amount of a hard alcoholic beverage; a pocket flask.		
C2	flask	noun	A narrow-necked vessel of metal or glass, used for various purposes; as of sheet metal, to carry gunpowder in; or of wrought iron, to contain quicksilver; or of glass, to heat water in, etc.		
C2	flask	noun	A nuclear flask, a large, secure lead-lined container for the transport of nuclear material.		
C2	flask	verb	(dentistry) To invest a denture in a flask so as to produce a sectional mold.		
C2	florist	noun	A florist's shop.		
C2	florist	noun	A person who cultivates flowers.		
C2	florist	noun	A person who sells flowers.	người bán hoa	
C2	florist	noun	A person who studies or writes about flowers.		
C2	foggy	adj	(figuratively) Confused, befuddled, or vague.		
C2	foggy	adj	Being, covered with, or pertaining to fog (“tall grass etc that grows after, or is left after, cutting; moss”)		
C2	foggy	adj	Obscured by mist or fog; unclear; hazy.	có sương mù	
C2	frail	adj	Easily broken physically; not firm or durable; liable to fail and perish.		
C2	frail	adj	Liable to fall from virtue or be led into sin; not strong against temptation; weak in resolution; unchaste.		
C2	frail	adj	Mentally fragile.		
C2	frail	adj	Weak; infirm.		
C2	frail	noun	A basket made of rushes, used chiefly to hold figs and raisins.		
C2	frail	noun	A rush for weaving baskets.		
C2	frail	noun	Synonym of farasola (“old unit of weight”).		
C2	frail	noun	The quantity of fruit or other items contained in a frail.		
C2	frail	verb	To play a stringed instrument, usually a banjo, by picking with the back of a fingernail.		
C2	frantic	adj	Extremely energetic.		
C2	frantic	adj	In a state of panic, worry, frenzy, or rush.		
C2	fussy	adj	Anxious or particular about petty details; hard to please.		
C2	fussy	adj	Having a tendency to fuss, cry, or be bad-tempered/ill-tempered (especially of babies).		
C2	fussy	adj	Having much unnecessary detail or decoration.		
C2	gallon	noun	(British, Canada) exactly 4.54609 liters; an imperial gallon		
